name,category,cat_code,l,w,h,weight,score
Plastic Toys,Common,0,43,33,19,15,1.4676
Canned Food,Common,0,48,53,57,20,2.2176
Monitor,Fragile,1,30,28,42,1,0.0
Ceramic Plates,Fragile,1,16,44,32,5,0.0
Gym Weights,Heavy Load,2,13,43,55,48,8.1036
Wine Bottles,Fragile,1,29,51,24,1,0.0
Antique Lamp,Fragile,1,25,26,57,1,0.0
Generator,Heavy Load,2,43,53,52,50,8.9116
Canned Food,Common,0,52,56,30,9,1.7048
Industrial Motor,Heavy Load,2,15,46,52,64,9.116
Plastic Toys,Common,0,15,37,12,15,1.122
Laboratory Beaker,Fragile,1,58,51,38,3,0.0
Anvil,Heavy Load,2,41,39,48,38,7.9196
Clothes,Common,0,30,42,48,21,1.764
Shoes,Common,0,34,26,50,6,0.7135999999999999
Wine Bottles,Fragile,1,57,29,11,5,0.0
Generator,Heavy Load,2,15,15,11,36,7.25
Glass Vase,Fragile,1,56,47,31,2,0.0
Plastic Toys,Common,0,54,38,19,3,1.0008
Glass Vase,Fragile,1,11,12,45,6,0.0
TV Screen,Fragile,1,16,48,46,1,0.0
TV Screen,Fragile,1,30,31,53,4,0.0
Car Engine,Heavy Load,2,12,35,32,67,9.187999999999999
TV Screen,Fragile,1,44,22,26,14,0.0
Gym Weights,Heavy Load,2,43,53,12,55,9.2116
Shoes,Common,0,51,24,51,29,2.2296
Monitor,Fragile,1,52,57,28,7,0.0
Antique Lamp,Fragile,1,16,12,33,12,0.0
Concrete Block,Heavy Load,2,10,25,18,63,8.879999999999999
Monitor,Fragile,1,50,41,43,2,0.0
Glass Vase,Fragile,1,19,31,43,7,0.0
Concrete Block,Heavy Load,2,54,58,40,42,8.7728
Wine Bottles,Fragile,1,59,53,26,13,0.0
Glass Vase,Fragile,1,34,56,22,9,0.0
Anvil,Heavy Load,2,17,41,59,54,8.5188
Shoes,Common,0,53,17,34,18,1.4404
Paper Ream,Common,0,15,10,38,4,0.3
Plastic Toys,Common,0,41,54,26,25,2.3856
Glass Vase,Fragile,1,14,57,48,3,0.0
Laboratory Beaker,Fragile,1,26,19,47,2,0.0
Steel Beam,Heavy Load,2,54,53,56,68,10.0
Paper Ream,Common,0,19,31,39,5,0.5356
Glass Vase,Fragile,1,32,10,53,9,0.0
Concrete Block,Heavy Load,2,14,22,49,62,8.8432
Laboratory Beaker,Fragile,1,45,46,50,10,0.0
Paper Ream,Common,0,31,45,24,21,1.818
Plastic Toys,Common,0,41,54,10,8,1.3656
Canned Food,Common,0,51,48,27,6,1.3392000000000002
Plastic Toys,Common,0,26,55,42,22,1.8920000000000001
Antique Lamp,Fragile,1,51,23,40,7,0.0
Glass Vase,Fragile,1,28,49,13,9,0.0
Ceramic Plates,Fragile,1,59,20,58,7,0.0
TV Screen,Fragile,1,16,59,49,7,0.0
Cushions,Common,0,35,46,48,15,1.544
Plastic Toys,Common,0,43,24,36,4,0.6528
Cushions,Common,0,22,42,10,24,1.8096
Monitor,Fragile,1,27,39,47,7,0.0
Clothes,Common,0,51,26,28,11,1.1904
Paper Ream,Common,0,22,57,39,17,1.5215999999999998
Antique Lamp,Fragile,1,57,58,35,3,0.0
Anvil,Heavy Load,2,19,45,21,59,8.882
Tools,Common,0,26,59,22,6,0.9736
Generator,Heavy Load,2,16,41,27,65,9.1624
Laboratory Beaker,Fragile,1,46,53,10,11,0.0
Laboratory Beaker,Fragile,1,27,43,10,13,0.0
Wine Bottles,Fragile,1,50,23,12,8,0.0
Steel Beam,Heavy Load,2,22,55,19,61,9.144
Ceramic Plates,Fragile,1,10,57,47,6,0.0
Generator,Heavy Load,2,57,50,37,39,8.48
Concrete Block,Heavy Load,2,39,19,39,40,7.6964
Ceramic Plates,Fragile,1,46,17,58,6,0.0
Safe Box,Heavy Load,2,49,57,36,43,8.6972
TV Screen,Fragile,1,52,37,26,2,0.0
Plastic Toys,Common,0,37,54,27,5,1.0992000000000002
Monitor,Fragile,1,26,57,57,7,0.0
Clothes,Common,0,33,40,36,20,1.7280000000000002
Mirror,Fragile,1,23,43,50,12,0.0
Anvil,Heavy Load,2,56,16,18,45,8.0584
Tools,Common,0,49,25,52,17,1.51
Cushions,Common,0,18,19,46,28,1.8168
Canned Food,Common,0,41,34,14,12,1.2776
Wine Bottles,Fragile,1,59,52,10,13,0.0
Cushions,Common,0,42,43,22,2,0.8423999999999999
Steel Beam,Heavy Load,2,15,35,13,47,8.03
Cushions,Common,0,28,50,43,12,1.28
Steel Beam,Heavy Load,2,30,42,21,78,10.0
Industrial Motor,Heavy Load,2,51,15,25,47,8.126
Wine Bottles,Fragile,1,32,29,31,14,0.0
Cushions,Common,0,27,58,30,10,1.2264
Car Engine,Heavy Load,2,23,42,22,66,9.3464
Wine Bottles,Fragile,1,50,48,15,13,0.0
Cushions,Common,0,58,25,20,19,1.7200000000000002
Mirror,Fragile,1,34,33,13,8,0.0
Anvil,Heavy Load,2,20,52,17,34,7.456
TV Screen,Fragile,1,37,48,36,8,0.0
Books,Common,0,28,40,26,12,1.168
Gym Weights,Heavy Load,2,27,19,17,34,7.2452
Laboratory Beaker,Fragile,1,36,26,46,12,0.0
Anvil,Heavy Load,2,37,41,45,72,9.9268
Plastic Toys,Common,0,55,39,32,14,1.698
TV Screen,Fragile,1,55,51,17,14,0.0
Books,Common,0,16,26,24,18,1.2464
Gym Weights,Heavy Load,2,20,50,55,42,7.92
Cushions,Common,0,34,20,56,16,1.232
Mirror,Fragile,1,57,21,14,13,0.0
Plastic Toys,Common,0,10,19,26,24,1.5159999999999998
Plastic Toys,Common,0,24,10,56,18,1.1759999999999997
Concrete Block,Heavy Load,2,56,18,27,69,9.5432
Anvil,Heavy Load,2,39,41,29,70,9.8396
Steel Beam,Heavy Load,2,47,46,28,47,8.6848
Steel Beam,Heavy Load,2,43,39,39,40,8.0708
Gym Weights,Heavy Load,2,28,19,35,42,7.7328
Plastic Toys,Common,0,30,53,44,25,2.136
Cushions,Common,0,15,17,48,18,1.182
Anvil,Heavy Load,2,48,36,11,35,7.791200000000001
Ceramic Plates,Fragile,1,45,59,32,7,0.0
Canned Food,Common,0,32,54,43,9,1.2312
Shoes,Common,0,57,13,24,11,0.9564
Clothes,Common,0,10,40,27,9,0.7
Paper Ream,Common,0,28,48,28,17,1.5576
Safe Box,Heavy Load,2,25,35,35,47,8.17
Tools,Common,0,21,18,37,3,0.3312
Tools,Common,0,21,38,12,11,0.9792
Mirror,Fragile,1,22,16,40,1,0.0
Glass Vase,Fragile,1,19,21,36,9,0.0
Paper Ream,Common,0,51,51,39,14,1.8804000000000003
Paper Ream,Common,0,16,13,35,24,1.5231999999999999
Tools,Common,0,45,42,26,13,1.536
Anvil,Heavy Load,2,53,48,21,69,10.0
Industrial Motor,Heavy Load,2,12,26,17,52,8.244800000000001
Monitor,Fragile,1,20,53,37,6,0.0
Antique Lamp,Fragile,1,25,36,54,14,0.0
Shoes,Common,0,39,50,59,25,2.2800000000000002
Anvil,Heavy Load,2,28,27,41,33,7.2824
Industrial Motor,Heavy Load,2,42,10,23,39,7.508
Plastic Toys,Common,0,38,21,53,4,0.5592
Monitor,Fragile,1,50,28,11,9,0.0
Ceramic Plates,Fragile,1,15,28,22,8,0.0
Car Engine,Heavy Load,2,31,28,15,50,8.3472
Plastic Toys,Common,0,55,32,28,28,2.3840000000000003
Car Engine,Heavy Load,2,23,27,41,68,9.328399999999998
Mirror,Fragile,1,48,10,40,2,0.0
Mirror,Fragile,1,10,23,59,9,0.0
Mirror,Fragile,1,16,20,26,5,0.0
Books,Common,0,57,18,33,7,0.8304
Canned Food,Common,0,35,57,58,23,2.178
Monitor,Fragile,1,20,45,43,4,0.0
Books,Common,0,54,50,30,2,1.2
Anvil,Heavy Load,2,19,25,59,31,7.05
Books,Common,0,13,22,31,22,1.4344
Plastic Toys,Common,0,10,54,30,22,1.536
Car Engine,Heavy Load,2,33,37,33,51,8.548399999999999
Mirror,Fragile,1,20,26,26,9,0.0
Mirror,Fragile,1,34,22,33,6,0.0
Plastic Toys,Common,0,51,16,23,22,1.6463999999999999
Antique Lamp,Fragile,1,18,26,28,12,0.0
Car Engine,Heavy Load,2,59,15,12,31,7.214
Tools,Common,0,33,56,57,5,1.0392
Ceramic Plates,Fragile,1,13,10,51,4,0.0
Generator,Heavy Load,2,11,16,51,71,9.330400000000001
Tools,Common,0,12,25,45,8,0.6
Antique Lamp,Fragile,1,49,18,43,7,0.0
Paper Ream,Common,0,45,24,15,23,1.8119999999999998
Laboratory Beaker,Fragile,1,26,15,23,8,0.0
Ceramic Plates,Fragile,1,39,54,31,10,0.0
Ceramic Plates,Fragile,1,24,52,22,7,0.0
Tools,Common,0,40,57,19,3,1.092
TV Screen,Fragile,1,32,40,51,3,0.0
Antique Lamp,Fragile,1,15,21,36,6,0.0
Steel Beam,Heavy Load,2,40,56,32,57,9.315999999999999
Monitor,Fragile,1,38,39,23,8,0.0
Industrial Motor,Heavy Load,2,15,10,17,59,8.6
Shoes,Common,0,11,58,20,22,1.5752
Antique Lamp,Fragile,1,35,50,20,8,0.0
Laboratory Beaker,Fragile,1,24,36,14,11,0.0
Tools,Common,0,51,59,12,27,2.8236
Glass Vase,Fragile,1,48,23,41,2,0.0
Canned Food,Common,0,11,27,18,16,1.0788
Safe Box,Heavy Load,2,26,33,21,34,7.3831999999999995
Antique Lamp,Fragile,1,36,24,24,11,0.0
Antique Lamp,Fragile,1,32,15,26,7,0.0
Steel Beam,Heavy Load,2,33,37,52,59,9.0284
TV Screen,Fragile,1,20,23,16,8,0.0
Concrete Block,Heavy Load,2,35,40,56,75,10.0
TV Screen,Fragile,1,26,27,21,3,0.0
Wine Bottles,Fragile,1,53,36,55,8,0.0
Plastic Toys,Common,0,10,35,30,3,0.32
Books,Common,0,32,37,25,26,2.0336
Generator,Heavy Load,2,50,30,40,43,8.18
Generator,Heavy Load,2,29,19,49,53,8.4004
Clothes,Common,0,48,15,24,8,0.768
Clothes,Common,0,55,29,27,25,2.138
Laboratory Beaker,Fragile,1,28,24,21,3,0.0
Paper Ream,Common,0,49,28,54,23,1.9288
Mirror,Fragile,1,41,31,57,2,0.0
Shoes,Common,0,55,40,44,29,2.62
Mirror,Fragile,1,10,14,58,10,0.0
Industrial Motor,Heavy Load,2,34,52,12,45,8.4072
Clothes,Common,0,13,59,19,2,0.42679999999999996
Steel Beam,Heavy Load,2,55,12,34,64,9.104
Wine Bottles,Fragile,1,54,37,38,2,0.0
Cushions,Common,0,22,29,16,29,1.9951999999999999
Wine Bottles,Fragile,1,15,13,47,14,0.0
Glass Vase,Fragile,1,33,59,35,7,0.0
TV Screen,Fragile,1,31,39,56,3,0.0
Industrial Motor,Heavy Load,2,13,18,14,52,8.2136
Books,Common,0,37,46,44,12,1.4007999999999998
Anvil,Heavy Load,2,35,42,39,42,8.108
Clothes,Common,0,35,32,51,27,2.068
Paper Ream,Common,0,56,21,33,28,2.1504000000000003
Antique Lamp,Fragile,1,50,23,57,3,0.0
Tools,Common,0,45,14,15,4,0.492
Safe Box,Heavy Load,2,44,38,37,57,9.0888
Gym Weights,Heavy Load,2,51,47,24,55,9.258799999999999
Clothes,Common,0,56,24,52,16,1.4975999999999998
Steel Beam,Heavy Load,2,15,41,40,54,8.486
Shoes,Common,0,30,11,58,5,0.43200000000000005
Gym Weights,Heavy Load,2,48,38,43,73,10.0
Industrial Motor,Heavy Load,2,20,39,50,49,8.251999999999999
Industrial Motor,Heavy Load,2,13,53,35,62,8.9956
Concrete Block,Heavy Load,2,46,44,26,61,9.4696
Books,Common,0,30,51,50,11,1.272
Monitor,Fragile,1,22,18,28,10,0.0
Shoes,Common,0,37,30,36,19,1.584
Concrete Block,Heavy Load,2,57,14,51,74,9.7592
Laboratory Beaker,Fragile,1,31,42,20,6,0.0
Wine Bottles,Fragile,1,54,59,47,4,0.0
Steel Beam,Heavy Load,2,19,26,11,79,9.9376
Anvil,Heavy Load,2,34,14,37,38,7.470400000000001
Books,Common,0,43,48,39,27,2.4455999999999998
Cushions,Common,0,39,20,48,7,0.732
Safe Box,Heavy Load,2,16,50,47,31,7.18
Generator,Heavy Load,2,52,50,25,37,8.26
Wine Bottles,Fragile,1,28,50,10,3,0.0
Car Engine,Heavy Load,2,46,52,29,34,7.9968
Shoes,Common,0,20,20,22,20,1.3599999999999999
Glass Vase,Fragile,1,30,17,47,13,0.0
Monitor,Fragile,1,21,15,27,1,0.0
Clothes,Common,0,39,29,39,24,1.8923999999999999
Gym Weights,Heavy Load,2,25,25,30,69,9.39
Tools,Common,0,56,43,11,19,2.1032
Generator,Heavy Load,2,55,37,14,31,7.6739999999999995
Cushions,Common,0,58,44,26,17,2.0408
Ceramic Plates,Fragile,1,24,18,51,14,0.0
Shoes,Common,0,24,53,52,17,1.5288
Ceramic Plates,Fragile,1,19,24,17,14,0.0
Car Engine,Heavy Load,2,49,14,41,33,7.2543999999999995
Gym Weights,Heavy Load,2,17,19,40,36,7.289199999999999
Clothes,Common,0,32,10,35,22,1.448
Steel Beam,Heavy Load,2,21,34,39,52,8.4056
Laboratory Beaker,Fragile,1,25,28,54,6,0.0
Books,Common,0,23,21,30,7,0.6132000000000001
Safe Box,Heavy Load,2,25,28,38,66,9.24
Antique Lamp,Fragile,1,12,57,46,14,0.0
Monitor,Fragile,1,46,38,47,4,0.0
Industrial Motor,Heavy Load,2,30,53,59,61,9.296000000000001
Concrete Block,Heavy Load,2,35,31,18,30,7.234
Anvil,Heavy Load,2,58,36,22,38,8.1152
Steel Beam,Heavy Load,2,47,28,42,55,8.826400000000001
Wine Bottles,Fragile,1,43,23,22,11,0.0
Tools,Common,0,58,57,12,13,2.1024000000000003
Shoes,Common,0,57,40,32,24,2.352
Plastic Toys,Common,0,37,47,31,20,1.8956
TV Screen,Fragile,1,55,39,18,9,0.0
Shoes,Common,0,47,58,36,16,2.0504000000000002
Glass Vase,Fragile,1,29,11,42,14,0.0
Paper Ream,Common,0,44,59,54,15,1.9384000000000001
Laboratory Beaker,Fragile,1,13,56,45,3,0.0
Plastic Toys,Common,0,13,50,33,14,1.1
Industrial Motor,Heavy Load,2,16,23,34,48,8.027199999999999
Canned Food,Common,0,25,43,31,8,0.9099999999999999
Cushions,Common,0,32,42,40,28,2.2176
Industrial Motor,Heavy Load,2,26,45,53,41,7.928
Canned Food,Common,0,26,41,51,21,1.6864000000000001
Safe Box,Heavy Load,2,54,56,57,36,8.3696
Industrial Motor,Heavy Load,2,50,30,38,70,9.8
Concrete Block,Heavy Load,2,52,49,48,40,8.4192
Safe Box,Heavy Load,2,16,37,55,46,7.996799999999999
Industrial Motor,Heavy Load,2,42,25,33,39,7.76
Steel Beam,Heavy Load,2,23,44,17,31,7.264799999999999
Car Engine,Heavy Load,2,28,32,45,75,9.8584
Generator,Heavy Load,2,17,33,55,34,7.2644
TV Screen,Fragile,1,42,35,10,8,0.0
Car Engine,Heavy Load,2,13,30,46,32,7.075999999999999
Anvil,Heavy Load,2,25,16,37,51,8.219999999999999
Glass Vase,Fragile,1,44,40,31,3,0.0
Tools,Common,0,20,57,30,5,0.756
Gym Weights,Heavy Load,2,58,14,45,51,8.3848
Car Engine,Heavy Load,2,18,55,49,55,8.696000000000002
Shoes,Common,0,54,59,21,7,1.6944
Mirror,Fragile,1,41,52,29,8,0.0
Safe Box,Heavy Load,2,14,38,26,68,9.2928
Shoes,Common,0,49,37,17,4,0.9652
Shoes,Common,0,36,42,42,22,1.9247999999999998
Generator,Heavy Load,2,59,12,35,45,7.983199999999999
Tools,Common,0,29,27,35,21,1.5732
Gym Weights,Heavy Load,2,46,45,31,44,8.468
Cushions,Common,0,42,33,37,14,1.3944
Laboratory Beaker,Fragile,1,26,52,32,12,0.0
TV Screen,Fragile,1,23,16,50,6,0.0
Paper Ream,Common,0,35,51,52,5,1.014
Books,Common,0,37,44,16,8,1.1312000000000002
Wine Bottles,Fragile,1,55,24,13,13,0.0
Plastic Toys,Common,0,36,34,41,20,1.6896
Plastic Toys,Common,0,25,58,36,25,2.08
Shoes,Common,0,12,38,56,18,1.2624
Shoes,Common,0,22,50,54,8,0.9199999999999999
Paper Ream,Common,0,19,11,40,24,1.5235999999999998
Plastic Toys,Common,0,30,53,42,7,1.056
Mirror,Fragile,1,30,24,31,3,0.0
Steel Beam,Heavy Load,2,40,35,43,59,9.1
Mirror,Fragile,1,30,14,13,3,0.0
Safe Box,Heavy Load,2,19,37,24,58,8.761199999999999
Ceramic Plates,Fragile,1,22,37,11,4,0.0
Gym Weights,Heavy Load,2,44,31,27,54,8.785599999999999
Car Engine,Heavy Load,2,40,28,24,56,8.808
Gym Weights,Heavy Load,2,51,34,38,53,8.8736
Safe Box,Heavy Load,2,20,33,21,38,7.544
Mirror,Fragile,1,18,51,35,7,0.0
Monitor,Fragile,1,35,43,59,3,0.0
Steel Beam,Heavy Load,2,36,52,52,77,10.0
Generator,Heavy Load,2,51,39,19,49,8.7356
Car Engine,Heavy Load,2,17,23,30,53,8.336400000000001
Shoes,Common,0,29,31,26,8,0.8396000000000001
Steel Beam,Heavy Load,2,46,24,48,73,9.8216
Anvil,Heavy Load,2,20,37,13,56,8.656
Anvil,Heavy Load,2,19,48,27,52,8.4848
Car Engine,Heavy Load,2,42,33,13,30,7.3544
Gym Weights,Heavy Load,2,34,35,44,73,9.856
Cushions,Common,0,57,38,37,3,1.0463999999999998
Monitor,Fragile,1,32,39,38,12,0.0
Cushions,Common,0,16,27,35,28,1.8528000000000002
Cushions,Common,0,55,54,10,26,2.748
Shoes,Common,0,47,27,56,8,0.9876000000000001
Monitor,Fragile,1,25,57,43,9,0.0
Steel Beam,Heavy Load,2,46,34,28,69,9.765600000000001
Paper Ream,Common,0,43,21,53,3,0.5412
Anvil,Heavy Load,2,54,41,46,39,8.2256
Glass Vase,Fragile,1,58,14,12,6,0.0
Gym Weights,Heavy Load,2,32,57,42,70,9.929599999999999
Laboratory Beaker,Fragile,1,49,52,50,6,0.0
Tools,Common,0,24,53,10,22,1.8288
Gym Weights,Heavy Load,2,24,20,37,44,7.831999999999999
Wine Bottles,Fragile,1,57,23,13,1,0.0
Canned Food,Common,0,46,43,54,24,2.2312
Glass Vase,Fragile,1,10,41,15,1,0.0
Anvil,Heavy Load,2,57,43,32,47,8.8004
Paper Ream,Common,0,49,10,34,23,1.576
Glass Vase,Fragile,1,46,40,42,12,0.0
Paper Ream,Common,0,42,22,21,10,0.9696
Gym Weights,Heavy Load,2,26,57,38,62,9.3128
Safe Box,Heavy Load,2,47,45,54,41,8.306000000000001
Wine Bottles,Fragile,1,42,22,16,14,0.0
Car Engine,Heavy Load,2,54,13,56,33,7.260800000000001
Paper Ream,Common,0,20,26,57,20,1.408
Antique Lamp,Fragile,1,19,26,37,9,0.0
Gym Weights,Heavy Load,2,27,53,51,65,9.4724
Concrete Block,Heavy Load,2,21,18,39,53,8.331199999999999
Safe Box,Heavy Load,2,22,16,14,51,8.2008
Gym Weights,Heavy Load,2,12,34,43,42,7.683199999999999
Monitor,Fragile,1,27,35,50,4,0.0
Paper Ream,Common,0,51,46,30,5,1.2384
Industrial Motor,Heavy Load,2,13,53,56,75,9.7756
Plastic Toys,Common,0,48,42,16,16,1.7664000000000002
Canned Food,Common,0,55,31,34,13,1.4620000000000002
Ceramic Plates,Fragile,1,39,35,32,8,0.0
Steel Beam,Heavy Load,2,31,28,24,39,7.6872
Concrete Block,Heavy Load,2,50,52,24,73,10.0
Shoes,Common,0,31,56,48,16,1.6544
Antique Lamp,Fragile,1,36,32,58,9,0.0
Canned Food,Common,0,56,33,12,18,1.8192
Tools,Common,0,35,25,33,7,0.77
Anvil,Heavy Load,2,56,34,35,50,8.7616
Paper Ream,Common,0,42,52,22,2,0.9936
Generator,Heavy Load,2,27,19,50,49,8.145199999999999
Mirror,Fragile,1,36,22,22,11,0.0
Safe Box,Heavy Load,2,57,11,20,50,8.250800000000002
Car Engine,Heavy Load,2,36,34,36,37,7.7096
Concrete Block,Heavy Load,2,43,51,48,54,9.1172
Laboratory Beaker,Fragile,1,53,59,50,11,0.0
Concrete Block,Heavy Load,2,50,41,44,40,8.22
Safe Box,Heavy Load,2,34,22,27,56,8.6592
Books,Common,0,36,23,40,27,1.9512
Industrial Motor,Heavy Load,2,49,31,24,31,7.4676
Gym Weights,Heavy Load,2,17,46,34,75,9.8128
Antique Lamp,Fragile,1,54,18,51,8,0.0
Ceramic Plates,Fragile,1,39,35,12,1,0.0
Glass Vase,Fragile,1,12,43,50,14,0.0
Wine Bottles,Fragile,1,28,47,55,11,0.0
Concrete Block,Heavy Load,2,38,35,25,77,10.0
Steel Beam,Heavy Load,2,53,48,49,75,10.0
Safe Box,Heavy Load,2,46,31,37,65,9.470400000000001
Ceramic Plates,Fragile,1,46,57,38,5,0.0
Concrete Block,Heavy Load,2,47,10,52,79,9.928
Car Engine,Heavy Load,2,28,36,44,41,7.863200000000001
Paper Ream,Common,0,59,29,11,8,1.1644
Glass Vase,Fragile,1,32,33,41,1,0.0
Monitor,Fragile,1,15,53,24,9,0.0
Antique Lamp,Fragile,1,35,16,36,1,0.0
Ceramic Plates,Fragile,1,44,36,40,6,0.0
Wine Bottles,Fragile,1,40,18,10,8,0.0
Shoes,Common,0,14,15,32,11,0.744
Steel Beam,Heavy Load,2,43,53,53,30,7.7116
Wine Bottles,Fragile,1,46,30,59,12,0.0
Books,Common,0,24,36,46,12,1.0655999999999999
Glass Vase,Fragile,1,16,45,30,5,0.0
Tools,Common,0,44,43,26,7,1.1768
Books,Common,0,49,56,44,14,1.9376000000000002
Paper Ream,Common,0,17,44,53,4,0.5392
Safe Box,Heavy Load,2,18,48,34,74,9.785599999999999
Books,Common,0,31,34,48,4,0.6616
Concrete Block,Heavy Load,2,47,17,56,62,9.039599999999998
Safe Box,Heavy Load,2,20,22,53,30,6.976000000000001
Cushions,Common,0,37,46,56,23,2.0607999999999995
TV Screen,Fragile,1,31,12,45,14,0.0
Steel Beam,Heavy Load,2,40,28,43,77,10.0
Tools,Common,0,41,29,24,29,2.2156
Laboratory Beaker,Fragile,1,18,48,12,9,0.0
Gym Weights,Heavy Load,2,45,44,50,51,8.852
Tools,Common,0,12,55,24,20,1.464
Clothes,Common,0,31,33,41,24,1.8491999999999997
Paper Ream,Common,0,25,41,40,26,1.97
Gym Weights,Heavy Load,2,22,52,39,44,8.0976
Car Engine,Heavy Load,2,34,56,14,60,9.3616
Gym Weights,Heavy Load,2,38,20,52,62,9.024
Tools,Common,0,11,28,32,5,0.4232
Generator,Heavy Load,2,15,50,52,56,8.66
Cushions,Common,0,28,51,45,20,1.7711999999999999
Industrial Motor,Heavy Load,2,15,21,56,65,9.026
Clothes,Common,0,49,43,58,2,0.9628
Plastic Toys,Common,0,22,41,53,29,2.1008
Steel Beam,Heavy Load,2,32,24,47,32,7.227199999999999
Plastic Toys,Common,0,14,20,52,22,1.432
Safe Box,Heavy Load,2,22,35,16,79,10.0
Laboratory Beaker,Fragile,1,53,53,30,6,0.0
Mirror,Fragile,1,14,11,31,5,0.0
Industrial Motor,Heavy Load,2,37,57,45,32,7.763599999999999
Monitor,Fragile,1,51,54,24,14,0.0
TV Screen,Fragile,1,54,28,57,5,0.0
Ceramic Plates,Fragile,1,18,43,35,2,0.0
Anvil,Heavy Load,2,42,53,19,37,8.1104
Glass Vase,Fragile,1,33,39,19,3,0.0
Gym Weights,Heavy Load,2,46,55,26,61,9.672
TV Screen,Fragile,1,46,38,29,14,0.0
Mirror,Fragile,1,55,50,53,7,0.0
Anvil,Heavy Load,2,42,56,13,78,10.0
Steel Beam,Heavy Load,2,20,37,15,33,7.276000000000001
Monitor,Fragile,1,24,33,39,3,0.0
Safe Box,Heavy Load,2,31,21,12,36,7.420399999999999
Glass Vase,Fragile,1,37,36,48,5,0.0
Plastic Toys,Common,0,26,10,24,29,1.8439999999999999
Antique Lamp,Fragile,1,10,30,59,9,0.0
Safe Box,Heavy Load,2,12,47,48,79,9.9656
Laboratory Beaker,Fragile,1,53,36,20,4,0.0
Books,Common,0,16,13,49,16,1.0432000000000001
Industrial Motor,Heavy Load,2,46,10,12,52,8.303999999999998
Anvil,Heavy Load,2,18,23,40,46,7.9256
Steel Beam,Heavy Load,2,16,16,22,74,9.5424
Safe Box,Heavy Load,2,53,51,28,79,10.0
Ceramic Plates,Fragile,1,58,56,58,3,0.0
Canned Food,Common,0,59,17,22,3,0.5811999999999999
Wine Bottles,Fragile,1,32,14,43,10,0.0
Car Engine,Heavy Load,2,46,16,22,48,8.1744
Wine Bottles,Fragile,1,13,23,57,1,0.0
Ceramic Plates,Fragile,1,14,13,41,10,0.0
Books,Common,0,21,22,18,26,1.7448000000000001
Tools,Common,0,30,41,50,15,1.3920000000000001
Tools,Common,0,16,10,18,24,1.504
Shoes,Common,0,22,14,58,25,1.6232
Antique Lamp,Fragile,1,40,36,34,3,0.0
Shoes,Common,0,40,53,11,20,2.048
Books,Common,0,51,41,12,15,1.7364000000000002
Safe Box,Heavy Load,2,38,27,50,36,7.570399999999999
Books,Common,0,38,27,31,9,0.9503999999999999
Plastic Toys,Common,0,32,50,23,7,1.06
Industrial Motor,Heavy Load,2,52,56,17,58,9.6448
Steel Beam,Heavy Load,2,53,58,18,57,9.6496
Gym Weights,Heavy Load,2,53,17,32,45,8.0604
Cushions,Common,0,53,23,39,14,1.3276
Concrete Block,Heavy Load,2,43,13,33,50,8.2236
Gym Weights,Heavy Load,2,52,56,57,49,9.104800000000001
Monitor,Fragile,1,46,38,49,7,0.0
Safe Box,Heavy Load,2,12,56,45,58,8.7488
Books,Common,0,28,45,11,7,0.924
Concrete Block,Heavy Load,2,16,57,39,33,7.344800000000001
Shoes,Common,0,46,51,27,14,1.7784
Gym Weights,Heavy Load,2,19,15,50,40,7.514
Shoes,Common,0,19,41,51,25,1.8115999999999999
Ceramic Plates,Fragile,1,12,40,22,3,0.0
Anvil,Heavy Load,2,14,54,57,72,9.622399999999999
Antique Lamp,Fragile,1,20,39,47,13,0.0
TV Screen,Fragile,1,20,45,18,9,0.0
Paper Ream,Common,0,12,34,48,7,0.5832
Plastic Toys,Common,0,27,11,23,4,0.3588
Cushions,Common,0,52,21,46,24,1.8768
Wine Bottles,Fragile,1,19,57,28,13,0.0
Plastic Toys,Common,0,58,42,48,21,2.2344
Shoes,Common,0,24,28,11,5,0.5688000000000001
Industrial Motor,Heavy Load,2,49,44,38,40,8.2624
Concrete Block,Heavy Load,2,54,57,25,65,10.0
Gym Weights,Heavy Load,2,13,45,38,44,7.874
Clothes,Common,0,41,17,42,20,1.4788000000000001
Canned Food,Common,0,20,38,41,14,1.1440000000000001
Clothes,Common,0,29,54,14,9,1.1663999999999999
Shoes,Common,0,25,52,34,17,1.5399999999999998
Laboratory Beaker,Fragile,1,18,52,29,11,0.0
Steel Beam,Heavy Load,2,39,46,15,40,8.1176
Gym Weights,Heavy Load,2,38,28,36,50,8.4256
Clothes,Common,0,21,24,10,23,1.5816
Glass Vase,Fragile,1,19,40,55,14,0.0
Industrial Motor,Heavy Load,2,28,44,48,34,7.5328
Laboratory Beaker,Fragile,1,55,49,19,9,0.0
Gym Weights,Heavy Load,2,44,42,26,47,8.5592
TV Screen,Fragile,1,35,13,49,12,0.0
Antique Lamp,Fragile,1,52,22,25,10,0.0
Car Engine,Heavy Load,2,26,21,24,43,7.798400000000001
Glass Vase,Fragile,1,37,28,44,9,0.0
Industrial Motor,Heavy Load,2,12,26,33,65,9.024799999999999
Monitor,Fragile,1,24,13,23,6,0.0
Generator,Heavy Load,2,54,20,50,66,9.392
Gym Weights,Heavy Load,2,57,31,40,59,9.2468
Plastic Toys,Common,0,21,30,16,12,0.9719999999999999
Shoes,Common,0,37,21,59,24,1.7508
Paper Ream,Common,0,27,14,48,10,0.7512000000000001
